         race ideology
1    hispanic        1
2    hispanic        1
3    hispanic        1
4    hispanic        1
5    hispanic        1
6    hispanic        2
7    hispanic        2
8    hispanic        2
9    hispanic        2
10   hispanic        2
11   hispanic        2
12   hispanic        2
13   hispanic        2
14   hispanic        2
15   hispanic        2
16   hispanic        2
17   hispanic        2
18   hispanic        2
19   hispanic        2
20   hispanic        2
21   hispanic        2
22   hispanic        2
23   hispanic        2
24   hispanic        2
25   hispanic        2
26   hispanic        2
27   hispanic        2
28   hispanic        2
29   hispanic        2
30   hispanic        2
31   hispanic        2
32   hispanic        2
33   hispanic        2
34   hispanic        2
35   hispanic        2
36   hispanic        2
37   hispanic        2
38   hispanic        2
39   hispanic        2
40   hispanic        2
41   hispanic        2
42   hispanic        2
43   hispanic        2
44   hispanic        2
45   hispanic        2
46   hispanic        2
47   hispanic        2
48   hispanic        2
49   hispanic        2
50   hispanic        2
51   hispanic        2
52   hispanic        2
53   hispanic        2
54   hispanic        2
55   hispanic        3
56   hispanic        3
57   hispanic        3
58   hispanic        3
59   hispanic        3
60   hispanic        3
61   hispanic        3
62   hispanic        3
63   hispanic        3
64   hispanic        3
65   hispanic        3
66   hispanic        3
67   hispanic        3
68   hispanic        3
69   hispanic        3
70   hispanic        3
71   hispanic        3
72   hispanic        3
73   hispanic        3
74   hispanic        3
75   hispanic        3
76   hispanic        3
77   hispanic        3
78   hispanic        3
79   hispanic        3
80   hispanic        3
81   hispanic        3
82   hispanic        3
83   hispanic        3
84   hispanic        3
85   hispanic        3
86   hispanic        3
87   hispanic        3
88   hispanic        3
89   hispanic        3
90   hispanic        3
91   hispanic        3
92   hispanic        3
93   hispanic        3
94   hispanic        3
95   hispanic        3
96   hispanic        3
97   hispanic        3
98   hispanic        3
99   hispanic        3
100  hispanic        3
101  hispanic        4
102  hispanic        4
103  hispanic        4
104  hispanic        4
105  hispanic        4
106  hispanic        4
107  hispanic        4
108  hispanic        4
109  hispanic        4
110  hispanic        4
111  hispanic        4
112  hispanic        4
113  hispanic        4
114  hispanic        4
115  hispanic        4
116  hispanic        4
117  hispanic        4
118  hispanic        4
119  hispanic        4
120  hispanic        4
121  hispanic        4
122  hispanic        4
123  hispanic        4
124  hispanic        4
125  hispanic        4
126  hispanic        4
127  hispanic        4
128  hispanic        4
129  hispanic        4
130  hispanic        4
131  hispanic        4
132  hispanic        4
133  hispanic        4
134  hispanic        4
135  hispanic        4
136  hispanic        4
137  hispanic        4
138  hispanic        4
139  hispanic        4
140  hispanic        4
141  hispanic        4
142  hispanic        4
143  hispanic        4
144  hispanic        4
145  hispanic        4
146  hispanic        4
147  hispanic        4
