subject happiness marital gender
  1     1     1     male  
  2     1     1     male  
  3     1     1     male  
  4     1     1     male  
  5     1     1     male  
  6     1     1     male  
  7     1     1     male  
  8     1     1     male  
  9     1     1     male  
  10     1     1     male  
  11     1     1     male  
  12     1     1     male  
  13     1     1     male  
  14     1     1     male  
  15     1     1     male  
  16     1     1     male  
  17     1     1     male  
  18     1     1     male  
  19     1     1     male  
  20     1     1     male  
  21     1     1     male  
  22     1     1     male  
  23     1     1     male  
  24     1     1     male  
  25     1     1     male  
  26     1     1     male  
  27     1     1     male  
  28     1     1     male  
  29     1     1     male  
  30     1     1     male  
  31     1     1     male  
  32     1     1     male  
  33     1     1     male  
  34     1     1     male  
  35     1     1     male  
  36     1     1     male  
  37     1     1     male  
  38     1     1     male  
  39     1     1     male  
  40     1     1     male  
  41     1     1     male  
  42     1     1     male  
  43     1     1     male  
  44     1     1     male  
  45     1     1     male  
  46     1     1     male  
  47     1     1     male  
  48     1     1     male  
  49     1     1     male  
  50     1     1     male  
  51     1     1     male  
  52     1     1     male  
  53     1     1     male  
  54     1     1     male  
  55     1     1     male  
  56     1     1     male  
  57     1     1     male  
  58     1     1     male  
  59     1     1     male  
  60     1     1     male  
  61     1     1     male  
  62     1     1     male  
  63     1     1     male  
  64     1     1     male  
  65     1     1     male  
  66     1     1     male  
  67     1     1     male  
  68     1     1     male  
  69     1     1     male  
  70     1     1     male  
  71     1     1     male  
  72     1     1     male  
  73     1     1     male  
  74     1     1     male  
  75     1     1     male  
  76     1     1     male  
  77     1     1     male  
  78     1     1     male  
  79     1     1     male  
  80     1     1     male  
  81     1     1     male  
  82     1     1     male  
  83     1     1     male  
  84     1     1     male  
  85     1     1     male  
  86     1     1     male  
  87     1     1     male  
  88     1     1     male  
  89     1     1     male  
  90     1     1     male  
  91     1     1     male  
  92     1     1     male  
  93     1     1     male  
  94     1     1     male  
  95     1     1     male  
  96     1     1     male  
  97     1     1     male  
  98     1     1     male  
  99     1     1     male  
  100     1     1     male  
  101     1     1     male  
  102     1     1     male  
  103     1     1     male  
  104     1     1     male  
  105     1     1     male  
  106     1     1     male  
  107     1     1     male  
  108     1     1     male  
  109     1     1     male  
  110     1     1     male  
  111     1     1     male  
  112     1     1     male  
  113     1     1     male  
  114     1     1     male  
  115     1     1     male  
  116     1     1     male  
  117     1     1     male  
  118     1     1     male  
  119     1     1     male  
  120     1     1     male  
  121     1     1     male  
  122     1     1     male  
  123     1     1     male  
  124     1     1     male  
  125     1     1     male  
  126     1     1     male  
  127     1     1     male  
  128     1     1     male  
  129     1     1     male  
  130     1     1     male  
  131     1     1     male  
  132     1     1     male  
  133     1     1     male  
  134     1     1     male  
  135     1     1     male  
  136     1     1     male  
  137     1     1     male  
  138     1     1     male  
  139     1     1     male  
  140     1     1     male  
  141     1     1     male  
  142     1     1     male  
  143     1     1     male  
  144     1     1     male  
  145     1     1     male  
  146     1     1     male  
  147     1     1     male  
  148     1     1     male  
  149     1     1     male  
  150     1     1     male  
  151     1     1     male  
  152     1     1     male  
  153     1     1     male  
  154     1     1     male  
  155     1     1     male  
  156     1     1     male  
  157     1     1     male  
  158     1     1     male  
  159     1     1     male  
  160     1     1     male  
  161     1     1     male  
  162     1     1     male  
  163     1     1     male  
  164     1     1     male  
  165     1     1     male  
  166     1     1     male  
  167     1     1     male  
  168     1     1     male  
  169     1     1     male  
  170     1     1     male  
  171     1     1     male  
  172     1     1     male  
  173     1     1     male  
  174     1     1     male  
  175     1     1     male  
  176     1     1     male  
  177     1     1     male  
  178     1     1     male  
  179     1     1     male  
  180     1     1     male  
  181     1     1     male  
  182     1     1     male  
  183     1     1     male  
  184     1     1     male  
  185     1     1     male  
  186     1     1     male  
  187     1     1     male  
  188     1     1     male  
  189     1     1     male  
  190     1     1     male  
  191     1     1     male  
  192     1     1     male  
  193     1     1     male  
  194     1     1     male  
  195     1     1     male  
  196     1     1     male  
  197     1     1     male  
  198     1     1     male  
  199     1     1     male  
  200     1     1     male  
  201     1     1     male  
  202     1     1     male  
  203     1     1     male  
  204     1     1     male  
  205     1     1     male  
  206     1     1     male  
  207     2     1     male  
  208     2     1     male  
  209     2     1     male  
  210     2     1     male  
  211     2     1     male  
  212     2     1     male  
  213     2     1     male  
  214     2     1     male  
  215     2     1     male  
  216     2     1     male  
  217     2     1     male  
  218     2     1     male  
  219     2     1     male  
  220     2     1     male  
  221     2     1     male  
  222     2     1     male  
  223     2     1     male  
  224     2     1     male  
  225     2     1     male  
  226     2     1     male  
  227     2     1     male  
  228     2     1     male  
  229     2     1     male  
  230     2     1     male  
  231     2     1     male  
  232     2     1     male  
  233     2     1     male  
  234     2     1     male  
  235     2     1     male  
  236     2     1     male  
  237     2     1     male  
  238     2     1     male  
  239     2     1     male  
  240     2     1     male  
  241     2     1     male  
  242     2     1     male  
  243     2     1     male  
  244     2     1     male  
  245     2     1     male  
  246     2     1     male  
  247     2     1     male  
  248     2     1     male  
  249     2     1     male  
  250     2     1     male  
  251     2     1     male  
  252     2     1     male  
  253     2     1     male  
  254     2     1     male  
  255     2     1     male  
  256     2     1     male  
  257     2     1     male  
  258     2     1     male  
  259     2     1     male  
  260     2     1     male  
  261     2     1     male  
  262     2     1     male  
  263     2     1     male  
  264     2     1     male  
  265     2     1     male  
  266     2     1     male  
  267     2     1     male  
  268     2     1     male  
  269     2     1     male  
  270     2     1     male  
  271     2     1     male  
  272     2     1     male  
  273     2     1     male  
  274     2     1     male  
  275     2     1     male  
  276     2     1     male  
  277     2     1     male  
  278     2     1     male  
  279     2     1     male  
  280     2     1     male  
  281     2     1     male  
  282     2     1     male  
  283     2     1     male  
  284     2     1     male  
  285     2     1     male  
  286     2     1     male  
  287     2     1     male  
  288     2     1     male  
  289     2     1     male  
  290     2     1     male  
  291     2     1     male  
  292     2     1     male  
  293     2     1     male  
  294     2     1     male  
  295     2     1     male  
  296     2     1     male  
  297     2     1     male  
  298     2     1     male  
  299     2     1     male  
  300     2     1     male  
  301     2     1     male  
  302     2     1     male  
  303     2     1     male  
  304     2     1     male  
  305     2     1     male  
  306     2     1     male  
  307     2     1     male  
  308     2     1     male  
  309     2     1     male  
  310     2     1     male  
  311     2     1     male  
  312     2     1     male  
  313     2     1     male  
  314     2     1     male  
  315     2     1     male  
  316     2     1     male  
  317     2     1     male  
  318     2     1     male  
  319     2     1     male  
  320     2     1     male  
  321     2     1     male  
  322     2     1     male  
  323     2     1     male  
  324     2     1     male  
  325     2     1     male  
  326     2     1     male  
  327     2     1     male  
  328     2     1     male  
  329     2     1     male  
  330     2     1     male  
  331     2     1     male  
  332     2     1     male  
  333     2     1     male  
  334     2     1     male  
  335     2     1     male  
  336     2     1     male  
  337     2     1     male  
  338     2     1     male  
  339     2     1     male  
  340     2     1     male  
  341     2     1     male  
  342     2     1     male  
  343     2     1     male  
  344     2     1     male  
  345     2     1     male  
  346     2     1     male  
  347     2     1     male  
  348     2     1     male  
  349     2     1     male  
  350     2     1     male  
  351     2     1     male  
  352     2     1     male  
  353     2     1     male  
  354     2     1     male  
  355     2     1     male  
  356     2     1     male  
  357     2     1     male  
  358     2     1     male  
  359     2     1     male  
  360     2     1     male  
  361     2     1     male  
